"Names","Team","Season","Active_Inactive","Week","Game_Designation","Injury_Type"
"Chase Edmonds","Arizona Cardinals","2021","Active",9,"Healthy","None"
"Zach Ertz","Arizona Cardinals","2021","Active",9,"Healthy","None"
"Kylie Fitts","Arizona Cardinals","2021","Out",9,"Injured Reserve","None"
"Leki Fotu","Arizona Cardinals","2021","Active",9,"Healthy","None"
"Max Garcia","Arizona Cardinals","2021","Active",9,"Questionable"," Achilles"
"Dennis Gardeck","Arizona Cardinals","2021","Active",9,"Healthy","None"
"Antonio Hamilton","Arizona Cardinals","2021","Active",9,"Healthy","None"
"Sean Harlow","Arizona Cardinals","2021","Active",9,"Healthy","None"
"Demetrius Harris","Arizona Cardinals","2021","Active",9,"Healthy","None"
"Jordan Hicks","Arizona Cardinals","2021","Active",9,"Healthy","None"
"DeAndre Hopkins","Arizona Cardinals","2021","Out",9,"Questionable"," Hamstring"
"Rodney Hudson","Arizona Cardinals","2021","Active",9,"Injured Reserve","None"
"Devon Kennard","Arizona Cardinals","2021","Active",9,"Healthy","None"
"Zach Kerr","Arizona Cardinals","2021","Active",9,"Healthy","None"
"Rashard Lawrence","Arizona Cardinals","2021","Out",9,"Out"," Calf"
"Colt McCoy","Arizona Cardinals","2021","Active",9,"Healthy","None"
"Joshua Miles","Arizona Cardinals","2021","Active",9,"Healthy","None"
"Rondale Moore","Arizona Cardinals","2021","Active",9,"Healthy","None"
"Byron Murphy","Arizona Cardinals","2021","Active",9,"Healthy","None"
"Justin Murray","Arizona Cardinals","2021","Active",9,"Healthy","None"
"Kyler Murray","Arizona Cardinals","2021","Out",9,"Questionable"," Ankle"
"Kyle Nelson","Arizona Cardinals","2021","Active",9,"Healthy","None"
"Corey Peters","Arizona Cardinals","2021","Active",9,"Healthy","None"
"Jordan Phillips","Arizona Cardinals","2021","Active",9,"Healthy","None"
"Justin Pugh","Arizona Cardinals","2021","Active",9,"Healthy","None"
"Zeke Turner","Arizona Cardinals","2021","Out",9,"Injured Reserve","None"
"Tanner Vallejo","Arizona Cardinals","2021","Active",9,"Healthy","None"
"Jonathan Ward","Arizona Cardinals","2021","Out",9,"Out"," Concussion"
"Charles Washington","Arizona Cardinals","2021","Out",9,"Injured Reserve","None"
"J.J. Watt","Arizona Cardinals","2021","Out",9,"Injured Reserve","None"
"David Wells","Arizona Cardinals","2021","Active",9,"Healthy","None"
"Antoine Wesley","Arizona Cardinals","2021","Active",9,"Healthy","None"
"James Wiggins","Arizona Cardinals","2021","Out",9,"Out"," Knee"
"Maxx Williams","Arizona Cardinals","2021","Active",9,"Healthy","None"
"Marco Wilson","Arizona Cardinals","2021","Active",9,"Healthy","None"
"Brian Winters","Arizona Cardinals","2021","Active",9,"Healthy","None"
"Robert Alford","Arizona Cardinals","2021","Active",10,"Healthy","None"
"Zach Allen","Arizona Cardinals","2021","Active",10,"Healthy","None"
"Budda Baker","Arizona Cardinals","2021","Active",10,"Questionable"," Concussion"
"Kelvin Beachum","Arizona Cardinals","2021","Active",10,"Healthy","None"
"Eno Benjamin","Arizona Cardinals","2021","Active",10,"Healthy","None"
"Aaron Brewer","Arizona Cardinals","2021","Out",10,"Injured Reserve","None"
"James Conner","Arizona Cardinals","2021","Active",10,"Healthy","None"
"Jack Crawford","Arizona Cardinals","2021","Out",10,"Injured Reserve","None"
"Darrell Daniels","Arizona Cardinals","2021","Active",10,"Healthy","None"
"Darqueze Dennard","Arizona Cardinals","2021","Active",10,"Healthy","None"
"Chase Edmonds","Arizona Cardinals","2021","Out",10,"Injured Reserve","None"
"Zach Ertz","Arizona Cardinals","2021","Active",10,"Healthy","None"
"Kylie Fitts","Arizona Cardinals","2021","Out",10,"Injured Reserve","None"
"Leki Fotu","Arizona Cardinals","2021","Active",10,"Healthy","None"
"Max Garcia","Arizona Cardinals","2021","Out",10,"Questionable"," Achilles"
"Dennis Gardeck","Arizona Cardinals","2021","Active",10,"Healthy","None"
"Antonio Hamilton","Arizona Cardinals","2021","Active",10,"Healthy","None"
"Sean Harlow","Arizona Cardinals","2021","Active",10,"Healthy","None"
"Demetrius Harris","Arizona Cardinals","2021","Active",10,"Healthy","None"
"Jordan Hicks","Arizona Cardinals","2021","Active",10,"Healthy","None"
"DeAndre Hopkins","Arizona Cardinals","2021","Out",10,"Questionable"," Hamstring"
"Rodney Hudson","Arizona Cardinals","2021","Active",10,"Healthy","None"
"Devon Kennard","Arizona Cardinals","2021","Active",10,"Healthy","None"
"Zach Kerr","Arizona Cardinals","2021","Active",10,"Healthy","None"
"Rashard Lawrence","Arizona Cardinals","2021","Out",10,"Injured Reserve","None"
"Colt McCoy","Arizona Cardinals","2021","Active",10,"Healthy","None"
"Joshua Miles","Arizona Cardinals","2021","Active",10,"Healthy","None"
"Rondale Moore","Arizona Cardinals","2021","Active",10,"Questionable"," Neck"
"Byron Murphy","Arizona Cardinals","2021","Active",10,"Healthy","None"
"Justin Murray","Arizona Cardinals","2021","Active",10,"Healthy","None"
"Kyler Murray","Arizona Cardinals","2021","Out",10,"Questionable"," Ankle"
"Kyle Nelson","Arizona Cardinals","2021","Out",10,"Injured Reserve","None"
"Corey Peters","Arizona Cardinals","2021","Active",10,"Healthy","None"
"Jordan Phillips","Arizona Cardinals","2021","Active",10,"Questionable"," Groin"
"Justin Pugh","Arizona Cardinals","2021","Out",10,"Out"," Calf"
"Zeke Turner","Arizona Cardinals","2021","Out",10,"Injured Reserve","None"
"Tanner Vallejo","Arizona Cardinals","2021","Active",10,"Healthy","None"
"Jonathan Ward","Arizona Cardinals","2021","Out",10,"Out"," Concussion"
"Charles Washington","Arizona Cardinals","2021","Out",10,"Injured Reserve","None"
"J.J. Watt","Arizona Cardinals","2021","Out",10,"Injured Reserve","None"
"David Wells","Arizona Cardinals","2021","Out",10,"Injured Reserve","None"
"Antoine Wesley","Arizona Cardinals","2021","Active",10,"Healthy","None"
"James Wiggins","Arizona Cardinals","2021","Out",10,"Out"," Knee"
"Maxx Williams","Arizona Cardinals","2021","Out",10,"Injured Reserve","None"
"Marco Wilson","Arizona Cardinals","2021","Active",10,"Healthy","None"
"Brian Winters","Arizona Cardinals","2021","Active",10,"Healthy","None"
"Robert Alford","Arizona Cardinals","2021","Active",11,"Healthy","None"
"Zach Allen","Arizona Cardinals","2021","Active",11,"Healthy","None"
"Budda Baker","Arizona Cardinals","2021","Active",11,"Questionable"," Heel"
"Kelvin Beachum","Arizona Cardinals","2021","Active",11,"Healthy","None"
"Eno Benjamin","Arizona Cardinals","2021","Active",11,"Healthy","None"
"Aaron Brewer","Arizona Cardinals","2021","Out",11,"Injured Reserve","None"
"James Conner","Arizona Cardinals","2021","Active",11,"Healthy","None"
"Jack Crawford","Arizona Cardinals","2021","Out",11,"Injured Reserve","None"
"Darrell Daniels","Arizona Cardinals","2021","Active",11,"Healthy","None"
"Darqueze Dennard","Arizona Cardinals","2021","Active",11,"Healthy","None"
"Chase Edmonds","Arizona Cardinals","2021","Out",11,"Injured Reserve","None"
"Zach Ertz","Arizona Cardinals","2021","Active",11,"Healthy","None"
"Kylie Fitts","Arizona Cardinals","2021","Out",11,"Injured Reserve","None"
"Leki Fotu","Arizona Cardinals","2021","Active",11,"Healthy","None"
"Max Garcia","Arizona Cardinals","2021","Active",11,"Questionable"," Achilles"
"Dennis Gardeck","Arizona Cardinals","2021","Active",11,"Healthy","None"
"Antonio Hamilton","Arizona Cardinals","2021","Active",11,"Healthy","None"
"Sean Harlow","Arizona Cardinals","2021","Active",11,"Healthy","None"
"Demetrius Harris","Arizona Cardinals","2021","Active",11,"Healthy","None"
"Jordan Hicks","Arizona Cardinals","2021","Active",11,"Healthy","None"
"DeAndre Hopkins","Arizona Cardinals","2021","Out",11,"Out"," Hamstring"
"Rodney Hudson","Arizona Cardinals","2021","Active",11,"Healthy","None"
"Devon Kennard","Arizona Cardinals","2021","Active",11,"Healthy","None"
"Zach Kerr","Arizona Cardinals","2021","Active",11,"Healthy","None"
"Rashard Lawrence","Arizona Cardinals","2021","Out",11,"Injured Reserve","None"
"Colt McCoy","Arizona Cardinals","2021","Active",11,"Questionable"," Pectoral"
"Joshua Miles","Arizona Cardinals","2021","Active",11,"Healthy","None"
"Rondale Moore","Arizona Cardinals","2021","Active",11,"Healthy","None"
"Byron Murphy","Arizona Cardinals","2021","Active",11,"Healthy","None"
"Justin Murray","Arizona Cardinals","2021","Active",11,"Healthy","None"
"Kyler Murray","Arizona Cardinals","2021","Out",11,"Questionable"," Ankle"
"Kyle Nelson","Arizona Cardinals","2021","Out",11,"Injured Reserve","None"
"Corey Peters","Arizona Cardinals","2021","Active",11,"Questionable"," Shoulder"
"Jordan Phillips","Arizona Cardinals","2021","Active",11,"Healthy","None"
"Justin Pugh","Arizona Cardinals","2021","Out",11,"Out"," Calf"
"Zeke Turner","Arizona Cardinals","2021","Out",11,"Injured Reserve","None"
"Tanner Vallejo","Arizona Cardinals","2021","Out",11,"Out"," Knee"
"Jonathan Ward","Arizona Cardinals","2021","Out",11,"Out"," Concussion"
"Charles Washington","Arizona Cardinals","2021","Out",11,"Injured Reserve","None"
"J.J. Watt","Arizona Cardinals","2021","Out",11,"Injured Reserve","None"
"David Wells","Arizona Cardinals","2021","Out",11,"Injured Reserve","None"
"Antoine Wesley","Arizona Cardinals","2021","Active",11,"Healthy","None"
"James Wiggins","Arizona Cardinals","2021","Out",11,"Questionable"," Knee"
"Maxx Williams","Arizona Cardinals","2021","Out",11,"Injured Reserve","None"
"Marco Wilson","Arizona Cardinals","2021","Active",11,"Healthy","None"
"Brian Winters","Arizona Cardinals","2021","Active",11,"Healthy","None"
"Robert Alford","Arizona Cardinals","2021","Active",13,"Healthy","None"
"Zach Allen","Arizona Cardinals","2021","Active",13,"Healthy","None"
"Budda Baker","Arizona Cardinals","2021","Active",13,"Healthy","None"
"Kelvin Beachum","Arizona Cardinals","2021","Active",13,"Healthy","None"
"Eno Benjamin","Arizona Cardinals","2021","Active",13,"Healthy","None"
"Aaron Brewer","Arizona Cardinals","2021","Out",13,"Injured Reserve","None"
"James Conner","Arizona Cardinals","2021","Active",13,"Healthy","None"
"Jack Crawford","Arizona Cardinals","2021","Out",13,"Injured Reserve","None"
"Darrell Daniels","Arizona Cardinals","2021","Active",13,"Healthy","None"
"Darqueze Dennard","Arizona Cardinals","2021","Active",13,"Healthy","None"
"Chase Edmonds","Arizona Cardinals","2021","Out",13,"Injured Reserve","None"
"Zach Ertz","Arizona Cardinals","2021","Active",13,"Healthy","None"
"Kylie Fitts","Arizona Cardinals","2021","Out",13,"Injured Reserve","None"
"Leki Fotu","Arizona Cardinals","2021","Active",13,"Healthy","None"
"Max Garcia","Arizona Cardinals","2021","Active",13,"Healthy","None"
"Dennis Gardeck","Arizona Cardinals","2021","Active",13,"Healthy","None"
"Antonio Hamilton","Arizona Cardinals","2021","Active",13,"Healthy","None"
"Sean Harlow","Arizona Cardinals","2021","Active",13,"Healthy","None"
"Demetrius Harris","Arizona Cardinals","2021","Active",13,"Healthy","None"
"Jordan Hicks","Arizona Cardinals","2021","Active",13,"Healthy","None"
"DeAndre Hopkins","Arizona Cardinals","2021","Active",13,"Questionable"," Hamstring"
"Rodney Hudson","Arizona Cardinals","2021","Active",13,"Healthy","None"
"Devon Kennard","Arizona Cardinals","2021","Active",13,"Healthy","None"
"Zach Kerr","Arizona Cardinals","2021","Active",13,"Healthy","None"
"Rashard Lawrence","Arizona Cardinals","2021","Out",13,"Injured Reserve","None"
"Colt McCoy","Arizona Cardinals","2021","Active",13,"Healthy","None"
"Joshua Miles","Arizona Cardinals","2021","Active",13,"Healthy","None"
"Rondale Moore","Arizona Cardinals","2021","Active",13,"Healthy","None"
"Byron Murphy","Arizona Cardinals","2021","Active",13,"Questionable"," Foot"
"Justin Murray","Arizona Cardinals","2021","Active",13,"Healthy","None"
"Kyler Murray","Arizona Cardinals","2021","Active",13,"Questionable"," Ankle"
"Kyle Nelson","Arizona Cardinals","2021","Out",13,"Injured Reserve","None"
"Corey Peters","Arizona Cardinals","2021","Active",13,"Healthy","None"
"Jordan Phillips","Arizona Cardinals","2021","Active",13,"Healthy","None"
"Justin Pugh","Arizona Cardinals","2021","Out",13,"Questionable"," Calf"
"Zeke Turner","Arizona Cardinals","2021","Out",13,"Injured Reserve","None"
"Tanner Vallejo","Arizona Cardinals","2021","Out",13,"Injured Reserve","None"
"Jonathan Ward","Arizona Cardinals","2021","Active",13,"Healthy","None"
"Charles Washington","Arizona Cardinals","2021","Out",13,"Injured Reserve","None"
"J.J. Watt","Arizona Cardinals","2021","Out",13,"Injured Reserve","None"
"David Wells","Arizona Cardinals","2021","Out",13,"Injured Reserve","None"
"Antoine Wesley","Arizona Cardinals","2021","Active",13,"Healthy","None"
"James Wiggins","Arizona Cardinals","2021","Out",13,"Injured Reserve","None"
"Maxx Williams","Arizona Cardinals","2021","Out",13,"Injured Reserve","None"
"Marco Wilson","Arizona Cardinals","2021","Active",13,"Healthy","None"
"Brian Winters","Arizona Cardinals","2021","Active",13,"Healthy","None"
"Robert Alford","Arizona Cardinals","2021","Active",14,"Healthy","None"
"Zach Allen","Arizona Cardinals","2021","Active",14,"Healthy","None"
"Budda Baker","Arizona Cardinals","2021","Active",14,"Healthy","None"
"Kelvin Beachum","Arizona Cardinals","2021","Active",14,"Healthy","None"
"Eno Benjamin","Arizona Cardinals","2021","Active",14,"Healthy","None"
"Aaron Brewer","Arizona Cardinals","2021","Active",14,"Injured Reserve","None"
"James Conner","Arizona Cardinals","2021","Active",14,"Healthy","None"
"Jack Crawford","Arizona Cardinals","2021","Out",14,"Injured Reserve","None"
"Darrell Daniels","Arizona Cardinals","2021","Active",14,"Healthy","None"
"Darqueze Dennard","Arizona Cardinals","2021","Active",14,"Healthy","None"
"Chase Edmonds","Arizona Cardinals","2021","Out",14,"Injured Reserve","None"
"Zach Ertz","Arizona Cardinals","2021","Active",14,"Healthy","None"
"Kylie Fitts","Arizona Cardinals","2021","Out",14,"Injured Reserve","None"
"Leki Fotu","Arizona Cardinals","2021","Active",14,"Healthy","None"
"Max Garcia","Arizona Cardinals","2021","Active",14,"Healthy","None"
"Dennis Gardeck","Arizona Cardinals","2021","Active",14,"Healthy","None"
"Antonio Hamilton","Arizona Cardinals","2021","Active",14,"Healthy","None"
"Sean Harlow","Arizona Cardinals","2021","Active",14,"Healthy","None"
"Demetrius Harris","Arizona Cardinals","2021","Active",14,"Healthy","None"
"Jordan Hicks","Arizona Cardinals","2021","Active",14,"Healthy","None"
"DeAndre Hopkins","Arizona Cardinals","2021","Active",14,"Healthy","None"
"Rodney Hudson","Arizona Cardinals","2021","Active",14,"Healthy","None"
"Devon Kennard","Arizona Cardinals","2021","Active",14,"Healthy","None"
"Zach Kerr","Arizona Cardinals","2021","Out",14,"Out"," Ribs"
"Rashard Lawrence","Arizona Cardinals","2021","Active",14,"Healthy","None"
"Colt McCoy","Arizona Cardinals","2021","Active",14,"Healthy","None"
"Joshua Miles","Arizona Cardinals","2021","Active",14,"Healthy","None"
"Rondale Moore","Arizona Cardinals","2021","Active",14,"Healthy","None"
"Byron Murphy","Arizona Cardinals","2021","Active",14,"Healthy","None"
"Justin Murray","Arizona Cardinals","2021","Active",14,"Healthy","None"
"Kyler Murray","Arizona Cardinals","2021","Active",14,"Healthy","None"
"Kyle Nelson","Arizona Cardinals","2021","Active",14,"Healthy","None"
"Corey Peters","Arizona Cardinals","2021","Active",14,"Healthy","None"
"Jordan Phillips","Arizona Cardinals","2021","Active",14,"Healthy","None"
"Justin Pugh","Arizona Cardinals","2021","Active",14,"Questionable"," Calf"
"Zeke Turner","Arizona Cardinals","2021","Out",14,"Injured Reserve","None"
"Tanner Vallejo","Arizona Cardinals","2021","Out",14,"Injured Reserve","None"
"Jonathan Ward","Arizona Cardinals","2021","Active",14,"Healthy","None"
"Charles Washington","Arizona Cardinals","2021","Out",14,"Injured Reserve","None"
"J.J. Watt","Arizona Cardinals","2021","Out",14,"Injured Reserve","None"
"David Wells","Arizona Cardinals","2021","Out",14,"Injured Reserve","None"
"Antoine Wesley","Arizona Cardinals","2021","Active",14,"Healthy","None"
"James Wiggins","Arizona Cardinals","2021","Out",14,"Injured Reserve","None"
"Maxx Williams","Arizona Cardinals","2021","Out",14,"Injured Reserve","None"
"Marco Wilson","Arizona Cardinals","2021","Active",14,"Healthy","None"
"Brian Winters","Arizona Cardinals","2021","Active",14,"Healthy","None"
"Robert Alford","Arizona Cardinals","2021","Out",15,"Injured Reserve","None"
"Zach Allen","Arizona Cardinals","2021","Active",15,"Healthy","None"
"Budda Baker","Arizona Cardinals","2021","Active",15,"Healthy","None"
"Kelvin Beachum","Arizona Cardinals","2021","Active",15,"Healthy","None"
"Eno Benjamin","Arizona Cardinals","2021","Active",15,"Healthy","None"
"Aaron Brewer","Arizona Cardinals","2021","Active",15,"Healthy","None"
"James Conner","Arizona Cardinals","2021","Active",15,"Questionable"," Ankle"
"Jack Crawford","Arizona Cardinals","2021","Out",15,"Injured Reserve","None"
"Darrell Daniels","Arizona Cardinals","2021","Active",15,"Healthy","None"
"Darqueze Dennard","Arizona Cardinals","2021","Active",15,"Healthy","None"
"Chase Edmonds","Arizona Cardinals","2021","Active",15,"Healthy","None"
"Zach Ertz","Arizona Cardinals","2021","Active",15,"Questionable"," Hamstring"
"Kylie Fitts","Arizona Cardinals","2021","Out",15,"Injured Reserve","None"
"Leki Fotu","Arizona Cardinals","2021","Active",15,"Questionable"," Shoulder"
"Max Garcia","Arizona Cardinals","2021","Active",15,"Healthy","None"
"Dennis Gardeck","Arizona Cardinals","2021","Active",15,"Healthy","None"
"Antonio Hamilton","Arizona Cardinals","2021","Active",15,"Healthy","None"
"Sean Harlow","Arizona Cardinals","2021","Active",15,"Healthy","None"
"Demetrius Harris","Arizona Cardinals","2021","Active",15,"Healthy","None"
"Jordan Hicks","Arizona Cardinals","2021","Active",15,"Healthy","None"
"DeAndre Hopkins","Arizona Cardinals","2021","Out",15,"Injured Reserve","None"
"Rodney Hudson","Arizona Cardinals","2021","Active",15,"Healthy","None"
"Devon Kennard","Arizona Cardinals","2021","Active",15,"Healthy","None"
"Zach Kerr","Arizona Cardinals","2021","Out",15,"Questionable"," Ribs"
"Rashard Lawrence","Arizona Cardinals","2021","Active",15,"Healthy","None"
"Colt McCoy","Arizona Cardinals","2021","Active",15,"Healthy","None"
